TestId,PredictedScore
1,0.8421828908554573
2,0.0
3,0.8421828908554573
4,0.8421828908554573
5,0.8421828908554573
6,0.8421828908554573
7,0.8421828908554573
8,0.8421828908554573
9,0.8421828908554573
10,0.8421828908554573
11,0.0
12,0.8421828908554573
13,0.027777777777777776
14,0.8421828908554573
15,0.8421828908554573
16,0.3793103448275862
17,0.8421828908554573
18,0.0
19,0.8421828908554573
20,0.8421828908554573
21,0.8421828908554573
22,0.8421828908554573
23,0.8421828908554573
24,0.42857142857142855
25,0.8421828908554573
26,0.8421828908554573
27,0.8421828908554573
28,0.8421828908554573
29,0.8421828908554573
30,0.8421828908554573
31,0.8421828908554573
32,0.027777777777777776
33,0.8421828908554573
34,0.8421828908554573
35,0.8421828908554573
36,0.8421828908554573
37,0.8421828908554573
38,0.8421828908554573
39,0.027777777777777776
40,0.8421828908554573
41,0.8421828908554573
42,0.8421828908554573
43,0.8421828908554573
44,0.8421828908554573
45,0.42857142857142855
46,0.8421828908554573
47,0.0
48,0.8421828908554573
49,0.8421828908554573
50,0.8421828908554573
51,0.8421828908554573
52,0.027777777777777776
53,0.8421828908554573
54,0.8421828908554573
55,0.8421828908554573
56,0.8421828908554573
57,0.8421828908554573
58,0.6875
59,0.8421828908554573
60,0.8421828908554573
61,0.8421828908554573
62,0.8421828908554573
63,0.0
64,0.8421828908554573
65,0.8421828908554573
66,0.8421828908554573
67,0.8421828908554573
68,0.8421828908554573
69,0.8421828908554573
70,0.8421828908554573
71,0.8421828908554573
72,0.0
73,0.8421828908554573
74,0.8421828908554573
75,0.8421828908554573
76,0.8421828908554573
77,0.8421828908554573
78,0.8421828908554573
79,0.8421828908554573
80,0.8421828908554573
81,0.8421828908554573
82,0.8421828908554573
83,0.8421828908554573
84,0.8421828908554573
85,0.8421828908554573
86,0.8421828908554573
87,0.8421828908554573
88,0.8421828908554573
89,0.8421828908554573
90,0.8421828908554573
91,0.8421828908554573
92,0.8421828908554573
93,0.027777777777777776
94,0.8421828908554573
95,0.8421828908554573
96,0.8421828908554573
97,0.8421828908554573
98,0.8421828908554573
99,0.8421828908554573
100,0.8421828908554573
101,0.8421828908554573
102,0.8421828908554573
103,0.8421828908554573
104,0.8421828908554573
105,0.027777777777777776
106,0.8421828908554573
107,0.8421828908554573
108,0.8421828908554573
109,0.8421828908554573
110,0.8421828908554573
111,0.8421828908554573
112,0.8421828908554573
113,0.8421828908554573
114,0.8421828908554573
115,0.8421828908554573
116,0.8421828908554573
117,0.8421828908554573
118,0.8421828908554573
119,0.8421828908554573
120,0.3793103448275862
121,0.8421828908554573
122,0.8421828908554573
123,0.8421828908554573
124,0.8421828908554573
125,0.8421828908554573
126,0.8421828908554573
127,0.8421828908554573
128,0.8421828908554573
129,0.3793103448275862
130,0.42857142857142855
131,0.6875
132,0.8421828908554573
133,0.8421828908554573
134,0.8421828908554573
135,0.8421828908554573
136,0.0
137,0.027777777777777776
138,0.027777777777777776
139,0.8421828908554573
140,0.8421828908554573
141,0.8421828908554573
142,0.8421828908554573
143,0.8421828908554573
144,0.3793103448275862
145,0.8421828908554573
146,0.8421828908554573
147,0.8421828908554573
148,0.8421828908554573
149,0.8421828908554573
150,0.8421828908554573
151,0.8421828908554573
152,0.8421828908554573
153,0.8421828908554573
154,0.8421828908554573
155,0.8421828908554573
156,0.8421828908554573
157,0.0
158,0.8421828908554573
159,0.8421828908554573
160,0.8421828908554573
161,0.8421828908554573
162,0.8421828908554573
163,0.8421828908554573
164,0.8421828908554573
165,0.8421828908554573
166,0.8421828908554573
167,0.8421828908554573
168,0.3793103448275862
169,0.3793103448275862
170,0.8421828908554573
171,0.8421828908554573
172,0.8421828908554573
173,0.8421828908554573
174,0.8421828908554573
175,0.8421828908554573
176,0.8421828908554573
177,0.8421828908554573
178,0.8421828908554573
179,0.8421828908554573
180,0.0
181,0.8421828908554573
182,0.8421828908554573
183,0.8421828908554573
184,0.8421828908554573
185,0.8421828908554573
186,0.8421828908554573
187,0.3793103448275862
188,0.8421828908554573
189,0.8421828908554573
190,0.8421828908554573
191,0.8421828908554573
192,0.027777777777777776
193,0.8421828908554573
194,0.8421828908554573
195,0.8421828908554573
196,0.8421828908554573
197,0.8421828908554573
198,0.027777777777777776
199,0.8421828908554573
200,0.8421828908554573
201,0.8421828908554573
202,0.8421828908554573
203,0.8421828908554573
204,0.8421828908554573
205,0.8421828908554573
206,0.8421828908554573
207,0.8421828908554573
208,0.8421828908554573
209,0.8421828908554573
210,0.8421828908554573
211,0.6875
212,0.8421828908554573
213,0.8421828908554573
214,0.8421828908554573
215,0.8421828908554573
216,0.8421828908554573
217,0.8421828908554573
218,0.8421828908554573
219,0.8421828908554573
220,0.8421828908554573
221,0.8421828908554573
222,0.8421828908554573
223,0.8421828908554573
224,0.8421828908554573
225,0.8421828908554573
226,0.8421828908554573
227,0.027777777777777776
228,0.8421828908554573
229,0.027777777777777776
230,0.8421828908554573
231,0.8421828908554573
232,0.8421828908554573
233,0.8421828908554573
234,0.8421828908554573
235,0.8421828908554573
236,0.8421828908554573
237,0.8421828908554573
238,0.8421828908554573
239,0.8421828908554573
240,0.8421828908554573
241,0.8421828908554573
242,0.8421828908554573
243,0.8421828908554573
244,0.8421828908554573
245,0.8421828908554573
246,0.3793103448275862
247,0.027777777777777776
248,0.8421828908554573
249,0.8421828908554573
250,0.8421828908554573
251,0.8421828908554573
252,0.8421828908554573
253,0.8421828908554573
254,0.8421828908554573
255,0.8421828908554573
256,0.3793103448275862
257,0.8421828908554573
258,0.8421828908554573
259,0.3793103448275862
260,0.027777777777777776
261,0.8421828908554573
262,0.027777777777777776
263,0.8421828908554573
264,0.8421828908554573
265,0.8421828908554573
266,0.8421828908554573
267,0.8421828908554573
268,0.8421828908554573
269,0.8421828908554573
270,0.8421828908554573
271,0.8421828908554573
272,0.8421828908554573
273,0.8421828908554573
274,0.8421828908554573
275,0.8421828908554573
276,0.8421828908554573
277,0.8421828908554573
278,0.027777777777777776
279,0.8421828908554573
280,0.8421828908554573
281,0.8421828908554573
282,0.8421828908554573
283,0.8421828908554573
284,0.027777777777777776
285,0.8421828908554573
286,0.0
287,0.3793103448275862
288,0.8421828908554573
289,0.8421828908554573
290,0.8421828908554573
291,0.8421828908554573
292,0.8421828908554573
293,0.8421828908554573
294,0.8421828908554573
295,0.8421828908554573
296,0.8421828908554573
297,0.8421828908554573
298,0.8421828908554573
299,0.8421828908554573
300,0.8421828908554573
301,0.8421828908554573
302,0.8421828908554573
303,0.8421828908554573
304,0.8421828908554573
305,0.8421828908554573
306,0.8421828908554573
307,0.8421828908554573
308,0.8421828908554573
309,0.8421828908554573
310,0.0
311,0.0
312,0.8421828908554573
313,0.8421828908554573
314,0.027777777777777776
315,0.8421828908554573
316,0.8421828908554573
317,0.8421828908554573
318,0.8421828908554573
319,0.8421828908554573
320,0.8421828908554573
321,0.8421828908554573
322,0.8421828908554573
323,0.8421828908554573
324,0.027777777777777776
325,0.8421828908554573
326,0.8421828908554573
327,0.8421828908554573
328,0.8421828908554573
329,0.8421828908554573
330,0.8421828908554573
331,0.8421828908554573
332,0.8421828908554573
333,0.8421828908554573
334,0.027777777777777776
335,0.8421828908554573
336,0.8421828908554573
337,0.8421828908554573
338,0.8421828908554573
339,0.8421828908554573
340,0.8421828908554573
341,0.8421828908554573
342,0.6875
343,0.8421828908554573
344,0.8421828908554573
345,0.8421828908554573
346,0.6875
347,0.0
348,0.8421828908554573
349,0.8421828908554573
350,0.8421828908554573
351,0.8421828908554573
352,0.8421828908554573
353,0.8421828908554573
354,0.8421828908554573
355,0.8421828908554573
356,0.8421828908554573
357,0.8421828908554573
358,0.8421828908554573
359,0.8421828908554573
360,0.8421828908554573
361,0.8421828908554573
362,0.8421828908554573
363,0.8421828908554573
364,0.8421828908554573
365,0.8421828908554573
366,0.8421828908554573
367,0.027777777777777776
368,0.0
369,0.8421828908554573
370,0.8421828908554573
371,0.8421828908554573
372,0.8421828908554573
373,0.8421828908554573
374,0.8421828908554573
375,0.8421828908554573
376,0.8421828908554573
377,0.8421828908554573
378,0.8421828908554573
379,0.0
380,0.8421828908554573
381,0.027777777777777776
382,0.8421828908554573
383,0.8421828908554573
384,0.8421828908554573
385,0.8421828908554573
386,0.8421828908554573
387,0.0
388,0.8421828908554573
389,0.8421828908554573
390,0.8421828908554573
391,0.8421828908554573
392,0.8421828908554573
393,0.8421828908554573
394,0.8421828908554573
395,0.8421828908554573
396,0.8421828908554573
397,0.8421828908554573
398,0.8421828908554573
399,0.8421828908554573
400,0.8421828908554573
401,0.8421828908554573
402,0.8421828908554573
403,0.8421828908554573
404,0.8421828908554573
405,0.8421828908554573
406,0.8421828908554573
407,0.8421828908554573
408,0.8421828908554573
409,0.8421828908554573
410,0.8421828908554573
411,0.8421828908554573
412,0.8421828908554573
413,0.8421828908554573
414,0.8421828908554573
415,0.8421828908554573
416,0.8421828908554573
417,0.8421828908554573
418,0.027777777777777776
419,0.8421828908554573
420,0.8421828908554573
421,0.8421828908554573
422,0.8421828908554573
423,0.8421828908554573
424,0.8421828908554573
425,0.8421828908554573
426,0.8421828908554573
427,0.8421828908554573
428,0.8421828908554573
429,0.8421828908554573
430,0.8421828908554573
431,0.42857142857142855
432,0.8421828908554573
433,0.8421828908554573
434,0.8421828908554573
435,0.8421828908554573
436,0.027777777777777776
437,0.8421828908554573
438,0.8421828908554573
439,0.8421828908554573
440,0.8421828908554573
441,0.8421828908554573
442,0.027777777777777776
443,0.8421828908554573
444,0.8421828908554573
445,0.8421828908554573
446,0.8421828908554573
447,0.8421828908554573
448,0.8421828908554573
449,0.8421828908554573
450,0.8421828908554573
451,0.8421828908554573
452,0.8421828908554573
453,0.8421828908554573
454,0.8421828908554573
455,0.8421828908554573
456,0.8421828908554573
457,0.8421828908554573
458,0.8421828908554573
459,0.8421828908554573
460,0.8421828908554573
461,0.6875
462,0.8421828908554573
463,0.8421828908554573
464,0.8421828908554573
465,0.8421828908554573
466,0.8421828908554573
467,0.8421828908554573
468,0.8421828908554573
469,0.8421828908554573
470,0.8421828908554573
471,0.3793103448275862
472,0.8421828908554573
473,0.8421828908554573
474,0.8421828908554573
475,0.8421828908554573
476,0.8421828908554573
477,0.8421828908554573
478,0.8421828908554573
479,0.3793103448275862
480,0.8421828908554573
481,0.8421828908554573
482,0.8421828908554573
483,0.8421828908554573
484,0.8421828908554573
485,0.8421828908554573
486,0.8421828908554573
487,0.8421828908554573
488,0.8421828908554573
489,0.027777777777777776
490,0.8421828908554573
491,0.6875
492,0.8421828908554573
493,0.8421828908554573
494,0.6875
495,0.8421828908554573
496,0.8421828908554573
497,0.0
498,0.8421828908554573
499,0.8421828908554573
500,0.8421828908554573
501,0.6875
502,0.8421828908554573
503,0.8421828908554573
504,0.8421828908554573
505,0.8421828908554573
506,0.8421828908554573
507,0.8421828908554573
508,0.8421828908554573
509,0.8421828908554573
510,0.8421828908554573
511,0.8421828908554573
512,0.027777777777777776
513,0.8421828908554573
514,0.8421828908554573
515,0.8421828908554573
516,0.8421828908554573
517,0.8421828908554573
518,0.8421828908554573
519,0.8421828908554573
520,0.8421828908554573
521,0.8421828908554573
522,0.8421828908554573
523,0.8421828908554573
524,0.8421828908554573
525,0.8421828908554573
526,0.8421828908554573
527,0.8421828908554573
528,0.8421828908554573
529,0.8421828908554573
530,0.8421828908554573
531,0.8421828908554573
532,0.8421828908554573
533,0.8421828908554573
534,0.8421828908554573
535,0.8421828908554573
536,0.027777777777777776
537,0.027777777777777776
538,0.6875
539,0.8421828908554573
540,0.027777777777777776
541,0.8421828908554573
542,0.8421828908554573
543,0.027777777777777776
544,0.8421828908554573
545,0.8421828908554573
546,0.8421828908554573
547,0.8421828908554573
548,0.8421828908554573
549,0.8421828908554573
550,0.8421828908554573
551,0.8421828908554573
552,0.8421828908554573
553,0.8421828908554573
554,0.8421828908554573
555,0.8421828908554573
556,0.8421828908554573
557,0.8421828908554573
558,0.027777777777777776
559,0.8421828908554573
560,0.8421828908554573
561,0.8421828908554573
562,0.8421828908554573
563,0.8421828908554573
564,0.0
565,0.8421828908554573
566,0.8421828908554573
567,0.8421828908554573
568,0.8421828908554573
569,0.027777777777777776
570,0.8421828908554573
571,0.8421828908554573
572,0.6875
573,0.8421828908554573
574,0.8421828908554573
575,0.8421828908554573
576,0.8421828908554573
577,0.0
578,0.8421828908554573
579,0.8421828908554573
580,0.8421828908554573
581,0.8421828908554573
582,0.8421828908554573
583,0.8421828908554573
584,0.8421828908554573
585,0.8421828908554573
586,0.8421828908554573
587,0.8421828908554573
588,0.8421828908554573
589,0.0
590,0.8421828908554573
591,0.8421828908554573
592,0.8421828908554573
593,0.8421828908554573
594,0.8421828908554573
595,0.8421828908554573
596,0.8421828908554573
597,0.8421828908554573
598,0.8421828908554573
599,0.8421828908554573
600,0.8421828908554573
601,0.8421828908554573
602,0.8421828908554573
603,0.8421828908554573
604,0.8421828908554573
605,0.0
606,0.8421828908554573
607,0.8421828908554573
608,0.8421828908554573
609,0.8421828908554573
610,0.8421828908554573
611,0.8421828908554573
612,0.8421828908554573
613,0.8421828908554573
614,0.8421828908554573
615,0.8421828908554573
616,0.8421828908554573
617,0.8421828908554573
618,0.8421828908554573
619,0.8421828908554573
620,0.8421828908554573
621,0.8421828908554573
622,0.8421828908554573
623,0.8421828908554573
624,0.8421828908554573
625,0.0
626,0.0
627,0.8421828908554573
628,0.8421828908554573
629,0.8421828908554573
630,0.8421828908554573
631,0.8421828908554573
632,0.8421828908554573
633,0.8421828908554573
634,0.8421828908554573
635,0.8421828908554573
636,0.8421828908554573
637,0.3793103448275862
638,0.8421828908554573
639,0.8421828908554573
640,0.8421828908554573
641,0.8421828908554573
642,0.8421828908554573
643,0.8421828908554573
644,0.8421828908554573
645,0.8421828908554573
646,0.8421828908554573
647,0.8421828908554573
648,0.8421828908554573
649,0.8421828908554573
650,0.8421828908554573
651,0.8421828908554573
652,0.8421828908554573
653,0.8421828908554573
654,0.8421828908554573
655,0.8421828908554573
656,0.8421828908554573
657,0.8421828908554573
658,0.8421828908554573
659,0.8421828908554573
660,0.8421828908554573
661,0.8421828908554573
662,0.8421828908554573
663,0.8421828908554573
664,0.8421828908554573
665,0.8421828908554573
666,0.8421828908554573
667,0.8421828908554573
668,0.8421828908554573
669,0.8421828908554573
670,0.8421828908554573
671,0.3793103448275862
672,0.8421828908554573
673,0.8421828908554573
674,0.8421828908554573
675,0.8421828908554573
676,0.0
677,0.8421828908554573
678,0.8421828908554573
679,0.8421828908554573
680,0.0
681,0.8421828908554573
682,0.8421828908554573
683,0.8421828908554573
684,0.8421828908554573
685,0.8421828908554573
686,0.8421828908554573
687,0.8421828908554573
688,0.8421828908554573
689,0.8421828908554573
690,0.8421828908554573
691,0.8421828908554573
692,0.8421828908554573
693,0.8421828908554573
694,0.8421828908554573
695,0.8421828908554573
696,0.8421828908554573
697,0.8421828908554573
698,0.8421828908554573
699,0.0
700,0.8421828908554573
701,0.8421828908554573
702,0.8421828908554573
703,0.8421828908554573
704,0.8421828908554573
705,0.8421828908554573
706,0.027777777777777776
707,0.8421828908554573
708,0.8421828908554573
709,0.8421828908554573
710,0.8421828908554573
711,0.027777777777777776
712,0.8421828908554573
713,0.8421828908554573
714,0.8421828908554573
715,0.8421828908554573
716,0.8421828908554573
717,0.8421828908554573
718,0.8421828908554573
719,0.8421828908554573
720,0.8421828908554573
721,0.8421828908554573
722,0.8421828908554573
723,0.8421828908554573
724,0.8421828908554573
725,0.8421828908554573
726,0.6875
727,0.0
728,0.8421828908554573
729,0.6875
730,0.8421828908554573
731,0.8421828908554573
732,0.027777777777777776
733,0.8421828908554573
734,0.0
735,0.8421828908554573
736,0.8421828908554573
737,0.8421828908554573
738,0.8421828908554573
739,0.8421828908554573
740,0.0
741,0.8421828908554573
742,0.8421828908554573
743,0.027777777777777776
744,0.8421828908554573
745,0.8421828908554573
746,0.8421828908554573
747,0.8421828908554573
748,0.8421828908554573
749,0.8421828908554573
750,0.8421828908554573
751,0.8421828908554573
752,0.8421828908554573
753,0.8421828908554573
754,0.8421828908554573
755,0.8421828908554573
756,0.8421828908554573
757,0.6875
758,0.8421828908554573
759,0.8421828908554573
760,0.8421828908554573
761,0.8421828908554573
762,0.8421828908554573
763,0.8421828908554573
764,0.027777777777777776
765,0.8421828908554573
766,0.8421828908554573
767,0.0
768,0.8421828908554573
769,0.8421828908554573
770,0.8421828908554573
771,0.8421828908554573
772,0.8421828908554573
773,0.8421828908554573
774,0.8421828908554573
775,0.0
776,0.8421828908554573
777,0.8421828908554573
778,0.027777777777777776
779,0.8421828908554573
780,0.8421828908554573
781,0.8421828908554573
782,0.8421828908554573
783,0.8421828908554573
784,0.8421828908554573
785,0.8421828908554573
786,0.8421828908554573
787,0.8421828908554573
788,0.8421828908554573
789,0.8421828908554573
790,0.8421828908554573
791,0.8421828908554573
792,0.8421828908554573
793,0.8421828908554573
794,0.8421828908554573
795,0.8421828908554573
796,0.8421828908554573
797,0.8421828908554573
798,0.8421828908554573
799,0.8421828908554573
800,0.8421828908554573
801,0.027777777777777776
802,0.8421828908554573
